product_id,category,brand,option,r,g,b,L,a,b,hex,case_type,timestamp
TEMP887970,liptint,삐아,04체리당,179,57,92,12.957,51.8038,7.4343,#B3395C,A_normal,2025-11-25 11:49:52
TEMP244869,liptint,삐아,05자몽당,188,62,67,13.5014,50.7654,25.5209,#BC3E43,A_normal,2025-11-25 11:49:52
TEMP539839,liptint,삐아,06땅콩당,205,176,177,22.2963,10.6114,3.3709,#CDB0B1,A_normal,2025-11-25 11:49:52
TEMP909602,liptint,삐아,07호두당,141,85,82,12.7245,22.8816,11.652,#8D5552,A_normal,2025-11-25 11:49:52
TEMP912518,liptint,삐아,08대추당,126,76,85,11.4922,22.3945,3.7094,#7E4C55,A_normal,2025-11-25 11:49:52
TEMP953241,liptint,삐아,09살구퐁당,224,121,116,18.6982,39.3495,20.7629,#E07974,A_normal,2025-11-25 11:49:52
TEMP628440,liptint,삐아,10딸기퐁당,221,123,147,18.9153,40.6124,4.0419,#DD7B93,A_normal,2025-11-25 11:49:52
TEMP448483,liptint,삐아,11앵두퐁당,226,174,181,22.7801,19.9869,3.7718,#E2AEB5,A_normal,2025-11-25 11:49:52
TEMP995870,liptint,삐아,12사과당,197,67,72,14.2315,51.986,25.9375,#C54348,A_normal,2025-11-25 11:49:52
TEMP588209,liptint,삐아,NEW컬러13라떼당,145,94,80,13.5268,19.1045,16.6073,#915E50,A_normal,2025-11-25 11:49:52
TEMP818725,liptint,삐아,NEW컬러14메이플당,155,88,69,13.4317,25.6208,22.9714,#9B5845,A_normal,2025-11-25 11:49:52
TEMP478163,liptint,얼터너티브스테레오,10호와인볼,139,32,50,9.372,45.3925,16.6553,#8B2032,A_normal,2025-11-25 11:49:52
TEMP017364,liptint,얼터너티브스테레오,11호돌리볼,253,216,221,26.8483,13.6271,2.3304,#FDD8DD,A_normal,2025-11-25 11:49:52
TEMP309885,liptint,얼터너티브스테레오,12호라일락볼,243,177,191,23.5845,26.0132,2.4327,#F3B1BF,A_normal,2025-11-25 11:49:52
TEMP628915,liptint,얼터너티브스테레오,13호오디볼,247,176,178,23.546,26.1745,9.3547,#F7B0B2,A_normal,2025-11-25 11:49:52
TEMP988263,liptint,얼터너티브스테레오,14호밀크티볼,245,146,129,21.1699,35.5457,25.0908,#F59281,A_normal,2025-11-25 11:49:52
TEMP607346,liptint,얼터너티브스테레오,15호피그볼,249,192,182,24.749,19.0135,12.9274,#F9C0B6,A_normal,2025-11-25 11:49:52
TEMP895480,liptint,얼터너티브스테레오,1호누디볼,243,138,115,20.5106,37.6635,29.8128,#F38A73,A_normal,2025-11-25 11:49:52
TEMP962490,liptint,얼터너티브스테레오,1호밀크카라멜,207,165,151,21.3462,13.3785,13.1344,#CFA597,A_normal,2025-11-25 11:49:52
TEMP576113,liptint,얼터너티브스테레오,2호로즈볼,243,146,129,21.0952,34.7898,24.7129,#F39281,A_normal,2025-11-25 11:49:52
TEMP543103,liptint,얼터너티브스테레오,2호바닐라로즈,214,151,150,20.5456,23.517,10.0185,#D69796,A_normal,2025-11-25 11:49:52
TEMP552849,liptint,얼터너티브스테레오,3호바비볼,247,132,152,20.5269,45.7761,9.3606,#F78498,A_normal,2025-11-25 11:49:52
TEMP611399,liptint,얼터너티브스테레오,3호솔티드핑크,196,135,141,18.7495,24.201,6.2717,#C4878D,A_normal,2025-11-25 11:49:52
TEMP000768,liptint,얼터너티브스테레오,4호토피로즈,181,117,115,16.7619,24.913,11.5632,#B57573,A_normal,2025-11-25 11:49:52
TEMP519033,liptint,얼터너티브스테레오,4호피치볼,254,144,124,21.3597,39.4999,28.8747,#FE907C,A_normal,2025-11-25 11:49:52
TEMP432887,liptint,얼터너티브스테레오,5호모브볼,184,79,92,14.3094,43.6338,13.8594,#B84F5C,A_normal,2025-11-25 11:49:52
TEMP359885,liptint,얼터너티브스테레오,5호카카오50,98,63,54,9.1335,14.0809,11.7904,#623F36,A_normal,2025-11-25 11:49:52
TEMP779145,liptint,얼터너티브스테레오,9호코코볼,161,86,74,13.5782,29.641,20.8028,#A1564A,A_normal,2025-11-25 11:49:52
TEMP917359,liptint,얼터너티브스테레오,NEW16호딸기무스볼,239,111,118,18.7605,49.8926,20.26,#EF6F76,A_normal,2025-11-25 11:49:52
TEMP092549,liptint,얼터너티브스테레오,NEW17호로즈쿠키볼,210,75,79,15.3117,53.3831,26.8346,#D24B4F,A_normal,2025-11-25 11:49:52
TEMP347100,liptint,얼터너티브스테레오,NEW19호베리스무디볼,184,37,71,12.3513,58.5466,17.9398,#B82547,A_normal,2025-11-25 11:49:52
TEMP297674,liptint,얼터너티브스테레오,NEW올영단독18호워터멜론볼,254,105,114,19.1004,57.4283,24.4525,#FE6972,A_normal,2025-11-25 11:49:52
TEMP363772,liptint,에스쁘아,10호플럼퓨레,102,11,28,6.1891,39.065,16.2991,#660B1C,A_normal,2025-11-25 11:49:52
TEMP614351,liptint,에스쁘아,1호하이피레드,182,18,57,11.7089,61.4238,23.9126,#B61239,A_normal,2025-11-25 11:49:52
TEMP497660,liptint,에스쁘아,2호누가필링,235,126,114,19.4418,40.7065,25.4756,#EB7E72,A_normal,2025-11-25 11:49:52
TEMP162387,liptint,에스쁘아,3호사워피치,209,91,93,16.1543,46.8168,22.2464,#D15B5D,A_normal,2025-11-25 11:49:52
TEMP067324,liptint,에스쁘아,4호프림누드,184,96,87,15.2924,34.5196,21.2726,#B86057,A_normal,2025-11-25 11:49:52
TEMP083195,liptint,에스쁘아,5호문릿,184,70,68,13.6866,45.9784,25.5577,#B84644,A_normal,2025-11-25 11:49:52
TEMP134473,liptint,에스쁘아,6호세레나데,189,74,83,14.2268,46.9786,19.0551,#BD4A53,A_normal,2025-11-25 11:49:52
TEMP280925,liptint,에스쁘아,7호베리타르트,224,71,104,16.0017,61.1897,15.4673,#E04768,A_normal,2025-11-25 11:49:52
TEMP153057,liptint,에스쁘아,8호보바피그,185,99,105,15.6391,35.1016,12.2606,#B96369,A_normal,2025-11-25 11:49:52
TEMP226245,liptint,에스쁘아,9호타로모브,180,73,93,13.797,45.1996,10.783,#B4495D,A_normal,2025-11-25 11:49:52
TEMP885066,liptint,에스쁘아,NEW12호허니코트,190,108,115,16.4947,33.3109,10.4766,#BE6C73,A_normal,2025-11-25 11:49:52
TEMP933592,liptint,에스쁘아,NEW13호로즈크레마,149,26,47,9.7677,50.1344,20.7096,#951A2F,A_normal,2025-11-25 11:49:52
TEMP385614,liptint,에스쁘아,NEW단품10호언더모브,171,61,60,12.5181,44.9634,24.9872,#AB3D3C,A_normal,2025-11-25 11:49:52
TEMP978523,liptint,에스쁘아,NEW단품11호버터벨,127,41,41,9.0173,37.0968,20.5057,#7F2929,A_normal,2025-11-25 11:49:52
TEMP798079,liptint,에스쁘아,NEW단품12호체리소르베,168,0,37,10.4776,59.3293,30.8441,#A80025,A_normal,2025-11-25 11:49:52
TEMP114809,liptint,에스쁘아,NEW단품13호볼드베리,220,1,72,13.9776,73.2639,25.7686,#DC0148,A_normal,2025-11-25 11:49:52
TEMP760532,liptint,에스쁘아,NEW단품14호핑크팝,253,120,154,20.105,53.8677,6.3324,#FD789A,A_normal,2025-11-25 11:49:52
TEMP570927,liptint,에스쁘아,NEW단품15호세레나데,213,80,101,15.8279,53.8347,16.164,#D55065,A_normal,2025-11-25 11:49:52
TEMP624335,liptint,에스쁘아,NEW단품16호마멀레이드,251,123,101,19.8687,47.0808,34.9483,#FB7B65,A_normal,2025-11-25 11:49:52
TEMP326919,liptint,에스쁘아,NEW단품17호진저피치,229,109,115,18.1914,47.0824,19.1534,#E56D73,A_normal,2025-11-25 11:49:52
TEMP565853,liptint,에스쁘아,NEW단품18호통카,152,82,65,12.8711,27.3834,22.8522,#985241,A_normal,2025-11-25 11:49:52
TEMP825669,liptint,에스쁘아,NEW단품19호베리소다,208,84,113,15.8672,51.4902,9.0774,#D05471,A_normal,2025-11-25 11:49:52
TEMP631047,liptint,에스쁘아,NEW단품1호애플소르베,239,26,45,15.3057,74.3698,47.5186,#EF1A2D,A_normal,2025-11-25 11:49:52
TEMP098814,liptint,에스쁘아,NEW단품20호플럼콩포트,106,19,42,6.7941,38.8818,9.3637,#6A132A,A_normal,2025-11-25 11:49:52
TEMP824411,liptint,에스쁘아,NEW단품22호밀키허니,159,74,76,12.7346,35.4774,15.7885,#9F4A4C,A_normal,2025-11-25 11:49:52
TEMP613350,liptint,에스쁘아,NEW단품23호아포가토,133,47,49,9.706,37.0362,18.5246,#852F31,A_normal,2025-11-25 11:49:52
TEMP620346,liptint,에스쁘아,NEW단품2호오드코랄,252,80,74,17.6738,64.6327,40.9388,#FC504A,A_normal,2025-11-25 11:49:52
TEMP434295,liptint,에스쁘아,NEW단품3호칠링칠링,219,80,93,16.0774,55.1836,22.1972,#DB505D,A_normal,2025-11-25 11:49:52
TEMP837048,liptint,에스쁘아,NEW단품4호허쉬드체리,134,6,34,8.2848,49.5014,22.4068,#860622,A_normal,2025-11-25 11:49:52
TEMP493073,liptint,에스쁘아,NEW단품5호로사,214,44,57,14.2475,64.3767,35.5897,#D62C39,A_normal,2025-11-25 11:49:52
TEMP957698,liptint,에스쁘아,NEW단품6호브륄레,151,0,0,9.2504,54.1747,44.6049,#970000,A_normal,2025-11-25 11:49:52
TEMP861074,liptint,에스쁘아,NEW단품7호스모크드,119,16,13,7.4134,42.4183,31.1506,#77100D,A_normal,2025-11-25 11:49:52
TEMP086598,liptint,에스쁘아,NEW단품8호페탈펀치,198,58,62,13.8465,55.3029,30.3293,#C63A3E,A_normal,2025-11-25 11:49:52
TEMP212016,liptint,에스쁘아,NEW단품9호핑키로우키,250,113,105,19.287,51.77,30.233,#FA7169,A_normal,2025-11-25 11:49:52
TEMP044129,liptint,오아드,000뉴테,156,49,44,11.0502,44.0492,28.0996,#9C312C,A_normal,2025-11-25 11:49:52
TEMP311465,liptint,오아드,001러퍼,172,6,29,10.791,59.3647,36.9495,#AC061D,A_normal,2025-11-25 11:49:52
TEMP353381,liptint,오아드,002오드핀,244,84,82,17.4647,60.9591,35.3112,#F45452,A_normal,2025-11-25 11:49:52
TEMP937273,liptint,오아드,003블런토,221,48,32,14.7005,64.5125,50.8523,#DD3020,A_normal,2025-11-25 11:49:52
TEMP067735,liptint,오아드,004로지트,241,57,84,16.2946,69.5476,29.1918,#F13954,A_normal,2025-11-25 11:49:52
TEMP340617,liptint,오아드,005위얼브,116,18,10,7.2665,40.8461,31.775,#74120A,A_normal,2025-11-25 11:49:52
TEMP237874,liptint,오아드,006윈토,116,21,48,7.5448,41.7993,8.9986,#741530,A_normal,2025-11-25 11:49:52
TEMP113778,liptint,오아드,007코랄린,255,105,82,18.9976,55.7519,41.861,#FF6952,A_normal,2025-11-25 11:49:52
TEMP971610,liptint,오아드,008브로위,83,29,19,5.7235,24.5052,19.5559,#531D13,A_normal,2025-11-25 11:49:52
TEMP646322,liptint,캔메이크,01버터스카치,203,99,88,16.3121,40.2987,25.6717,#CB6358,A_normal,2025-11-25 11:49:52
TEMP615806,liptint,캔메이크,02모모,213,87,98,16.1597,50.4742,19.4446,#D55762,A_normal,2025-11-25 11:49:52
TEMP786218,liptint,캔메이크,03와인베리,208,76,102,15.3946,54.012,13.4453,#D04C66,A_normal,2025-11-25 11:49:52
TEMP625826,liptint,캔메이크,05피그퓨레,218,89,90,16.4574,50.6718,25.5882,#DA595A,A_normal,2025-11-25 11:49:52
TEMP785987,liptint,캔메이크,06라즈베리케익,242,100,143,18.491,58.3072,4.6815,#F2648F,A_normal,2025-11-25 11:49:52
TEMP852738,liptint,캔메이크,07후르츠오레,224,100,105,17.4071,48.7898,21.2509,#E06469,A_normal,2025-11-25 11:49:52
TEMP360175,liptint,컬러그램,01살구살몬,193,119,102,17.2658,27.095,21.5941,#C17766,A_normal,2025-11-25 11:49:52
TEMP300006,liptint,컬러그램,02플러핑크,196,127,126,18.0808,26.6103,11.6632,#C47F7E,A_normal,2025-11-25 11:49:52
TEMP761815,liptint,컬러그램,03피그블리,175,91,87,14.5857,33.6866,17.8926,#AF5B57,A_normal,2025-11-25 11:49:52
TEMP821685,liptint,컬러그램,04코랄릿,191,74,76,14.2867,47.1518,23.5813,#BF4A4C,A_normal,2025-11-25 11:49:52
TEMP912387,liptint,컬러그램,05레드티지,149,63,65,11.5274,36.3732,16.9065,#953F41,A_normal,2025-11-25 11:49:52
TEMP159032,liptint,컬러그램,06베리비키,175,80,89,13.9236,39.6089,13.6813,#AF5059,A_normal,2025-11-25 11:49:52
TEMP781641,liptint,컬러그램,07긱로즈,149,85,92,13.1227,27.3453,7.5604,#95555C,A_normal,2025-11-25 11:49:52
TEMP872829,liptint,컬러그램,08힙초콜릿,133,78,67,11.7938,21.8856,16.4272,#854E43,A_normal,2025-11-25 11:49:52
TEMP076749,liptint,컬러그램,09바미레드,101,37,43,7.3587,29.407,11.0727,#65252B,A_normal,2025-11-25 11:49:52
TEMP053931,liptint,컬러그램,10데드로즈,116,47,58,8.8634,31.4423,8.3821,#742F3A,A_normal,2025-11-25 11:49:52
TEMP839470,liptint,컬러그램,11딥초콜릿,136,65,64,11.0153,30.1841,14.8792,#884140,A_normal,2025-11-25 11:49:52
TEMP666159,liptint,컬러그램,12플럼디헬,89,32,41,6.382,27.1465,7.63,#592029,A_normal,2025-11-25 11:49:52
TEMP371026,liptint,컬러그램,13번트마롱,110,44,44,8.2712,29.3497,14.7487,#6E2C2C,A_normal,2025-11-25 11:49:52
TEMP856995,liptint,컬러그램,14딸기멜로,214,141,144,19.8089,28.1398,9.8923,#D68D90,A_normal,2025-11-25 11:49:52
TEMP955974,liptint,컬러그램,15살구라이트,226,125,113,19.0109,37.76,23.906,#E27D71,A_normal,2025-11-25 11:49:52
TEMP317726,liptint,컬러그램,16로코코랄,217,106,105,17.4349,43.3699,21.1961,#D96A69,A_normal,2025-11-25 11:49:52
TEMP691467,liptint,컬러그램,17이븐피치,217,104,116,17.3875,45.3736,14.6129,#D96874,A_normal,2025-11-25 11:49:52
TEMP031103,liptint,컬러그램,18베리몰리,204,89,96,15.8289,46.2481,18.8946,#CC5960,A_normal,2025-11-25 11:49:52
TEMP754881,liptint,클리오,01빈티지애플,205,77,81,15.1656,50.9719,24.8611,#CD4D51,A_normal,2025-11-25 11:49:52
TEMP447343,liptint,클리오,03블러쉬드피치,253,119,148,20.0062,53.7105,9.2642,#FD7794,A_normal,2025-11-25 11:49:52
TEMP521142,liptint,클리오,04페일플럼,228,114,142,18.6213,47.0156,5.6172,#E4728E,A_normal,2025-11-25 11:49:52
TEMP388447,liptint,클리오,05프레쉬체리,219,5,66,13.9203,72.4224,29.1647,#DB0542,A_normal,2025-11-25 11:49:52
TEMP249779,liptint,클리오,06데일리모브,232,98,117,17.7422,53.4779,16.0166,#E86275,A_normal,2025-11-25 11:49:52
TEMP353071,liptint,클리오,08젠틀시나몬,197,75,71,14.6135,48.458,28.1357,#C54B47,A_normal,2025-11-25 11:49:52
TEMP978298,liptint,클리오,09베어피치,251,155,145,22.0638,34.7284,20.486,#FB9B91,A_normal,2025-11-25 11:49:52
TEMP650470,liptint,클리오,10베이비베리,254,72,113,17.6656,70.2783,18.58,#FE4871,A_normal,2025-11-25 11:49:52
TEMP342964,liptint,클리오,11멜로우피그,248,135,117,20.5324,41.2351,28.9341,#F88775,A_normal,2025-11-25 11:49:52
TEMP060222,liptint,클리오,12파이어리로즈,240,121,161,19.6725,49.8655,0.0459,#F079A1,A_normal,2025-11-25 11:49:52
TEMP954357,liptint,클리오,13코숏진주코랄,254,142,104,21.1411,38.9513,38.7257,#FE8E68,A_normal,2025-11-25 11:49:52
TEMP936602,liptint,클리오,14하트핑크다이아,245,82,126,17.6809,65.0805,10.7902,#F5527E,A_normal,2025-11-25 11:49:52
TEMP052028,liptint,클리오,15그루밍피치오팔,231,124,97,19.0701,38.8518,33.1923,#E77C61,A_normal,2025-11-25 11:49:52
TEMP321233,liptint,클리오,16럭셔리모브루비,221,71,119,15.9552,61.5501,6.2059,#DD4777,A_normal,2025-11-25 11:49:52
TEMP374817,liptint,클리오,17클래식애플,234,61,80,16.0201,66.1149,30.1183,#EA3D50,A_normal,2025-11-25 11:49:52
TEMP771011,liptint,클리오,18프레쉬애플,231,108,125,18.2871,49.1921,13.8856,#E76C7D,A_normal,2025-11-25 11:49:52
TEMP822773,liptint,클리오,19베이비애플,236,107,107,18.3438,49.8378,24.5919,#EC6B6B,A_normal,2025-11-25 11:49:52
TEMP145713,liptint,클리오,20바닐라애플,225,124,108,18.8807,37.4542,26.1113,#E17C6C,A_normal,2025-11-25 11:49:52
TEMP661032,liptint,클리오,25다크체리,208,11,73,13.3276,69.5941,21.8693,#D00B49,A_normal,2025-11-25 11:49:52
TEMP109012,liptint,클리오,26모브체리,177,67,97,13.367,47.3526,6.2353,#B14361,A_normal,2025-11-25 11:49:52
TEMP880709,liptint,클리오,27허니체리,239,96,115,17.9556,56.5221,18.3278,#EF6073,A_normal,2025-11-25 11:49:52
TEMP792601,liptint,클리오,28드라이체리,201,81,99,15.2784,49.2188,14.5294,#C95163,A_normal,2025-11-25 11:49:52
TEMP590663,liptint,토니모리,N01루비쇼킹,227,69,46,15.8155,59.7894,47.8743,#E3452E,A_normal,2025-11-25 11:49:52
TEMP338771,liptint,토니모리,N02토마토쇼킹,225,5,36,14.1898,72.9089,47.7382,#E10524,A_normal,2025-11-25 11:49:52
TEMP401835,liptint,토니모리,N03코랄쇼킹,230,48,46,15.255,67.4392,46.2219,#E6302E,A_normal,2025-11-25 11:49:52
TEMP609919,liptint,토니모리,N04핑크쇼킹,225,5,75,14.3368,74.2492,25.6612,#E1054B,A_normal,2025-11-25 11:49:52
TEMP317104,liptint,토니모리,N05페탈쇼킹,220,1,41,13.8542,72.1475,43.6505,#DC0129,A_normal,2025-11-25 11:49:52
TEMP315343,liptint,토니모리,N06레드쇼킹,159,5,37,9.9506,56.3802,28.3387,#9F0525,A_normal,2025-11-25 11:49:52
TEMP707133,liptint,토니모리,N07번트로즈쇼킹,156,24,32,10.0865,52.0407,31.7146,#9C1820,A_normal,2025-11-25 11:49:52
TEMP333929,liptint,토니모리,N08로즈쇼킹,194,93,93,15.5821,40.3999,19.2941,#C25D5D,A_normal,2025-11-25 11:49:52
TEMP346124,liptint,토니모리,N09플럼쇼킹,137,43,63,9.8145,41.4001,10.0828,#892B3F,A_normal,2025-11-25 11:49:52
TEMP715069,liptint,토니모리,N10모브쇼킹,188,94,106,15.4626,38.9469,10.9077,#BC5E6A,A_normal,2025-11-25 11:49:52
TEMP516700,liptint,토니모리,N11로제트쇼킹,224,7,63,14.2343,73.3272,32.4909,#E0073F,A_normal,2025-11-25 11:49:52
TEMP598555,liptint,토니모리,N12페어리쇼킹,208,99,109,16.6572,43.9664,15.1222,#D0636D,A_normal,2025-11-25 11:49:52
TEMP743489,liptint,토니모리,N13애프리콧쇼킹,213,96,90,16.5999,45.6173,26.0553,#D5605A,A_normal,2025-11-25 11:49:52
TEMP657950,liptint,토니모리,N14피치쇼킹,208,107,114,17.1645,40.4265,14.5465,#D06B72,A_normal,2025-11-25 11:49:52
TEMP940330,liptint,토니모리,S01오렌지쇼킹,236,88,19,17.0831,54.5871,62.7618,#EC5813,A_normal,2025-11-25 11:49:52
TEMP419908,liptint,토니모리,S02브릭쇼킹,191,93,82,15.3861,38.3496,24.7958,#BF5D52,A_normal,2025-11-25 11:49:52
TEMP575216,liptint,토니모리,올영단독S03애플쇼킹,187,51,60,12.9466,54.3015,27.3982,#BB333C,A_normal,2025-11-25 11:49:52
TEMP838438,liptint,토니모리,올영단독S04그레이프쇼킹,176,98,129,15.3982,35.3461,-3.2969,#B06281,A_normal,2025-11-25 11:49:52
TEMP015376,liptint,토니모리,주토피아콜라보N16하트럼쇼킹,239,115,135,19.0933,49.5612,12.0805,#EF7387,A_normal,2025-11-25 11:49:52
TEMP258994,liptint,토니모리,주토피아콜라보S05선셋볼쇼킹,223,81,53,16.1553,53.9229,45.2225,#DF5135,A_normal,2025-11-25 11:49:52
TEMP804571,liptint,투크,03보니타,149,62,71,11.5082,37.4135,13.0643,#953E47,A_normal,2025-11-25 11:49:52
TEMP271262,liptint,투크,04베를린,177,81,72,13.9745,38.3832,24.1723,#B15148,A_normal,2025-11-25 11:49:52
TEMP103588,liptint,투크,05산스,229,79,94,16.5412,58.8923,23.9591,#E54F5E,A_normal,2025-11-25 11:49:52
TEMP669259,liptint,투크,07지지,140,63,83,11.2205,34.8479,3.9331,#8C3F53,A_normal,2025-11-25 11:49:52
TEMP840967,liptint,투크,10유레카,236,88,102,17.3474,57.9881,23.0564,#EC5866,A_normal,2025-11-25 11:49:52
TEMP825353,liptint,투크,13엔젤애플,158,57,49,11.5754,41.4844,27.2552,#9E3931,A_normal,2025-11-25 11:49:52
TEMP595736,liptint,투크,14차밍,157,46,76,11.1598,47.8428,8.5005,#9D2E4C,A_normal,2025-11-25 11:49:52
TEMP873365,liptint,투크,15모던핑크,208,58,73,14.4482,59.0083,26.6637,#D03A49,A_normal,2025-11-25 11:49:52
TEMP689755,liptint,투크,16베어애프리콧,228,121,97,18.7614,39.2424,31.8015,#E47961,A_normal,2025-11-25 11:49:52
TEMP953589,liptint,투크,17노체핑크,217,117,144,18.3638,41.9175,3.0369,#D97590,A_normal,2025-11-25 11:49:52
TEMP113487,liptint,투크,단품01네이키드,174,95,79,14.7574,30.4019,23.3463,#AE5F4F,A_normal,2025-11-25 11:49:52
TEMP510380,liptint,투크,단품02겟러브,213,79,89,15.7072,53.3456,22.7438,#D54F59,A_normal,2025-11-25 11:49:52
TEMP052411,liptint,투크,단품06로맨스,232,94,93,17.3987,53.4237,28.3556,#E85E5D,A_normal,2025-11-25 11:49:52
TEMP475181,liptint,투크,단품11네이키드핑크,162,64,75,12.297,41.5115,14.5075,#A2404B,A_normal,2025-11-25 11:49:52
TEMP745898,liptint,투크,단품12조지아,228,107,114,18.0284,47.6104,18.9636,#E46B72,A_normal,2025-11-25 11:49:52
TEMP946360,liptint,퓌,01스위티듀,209,100,130,16.9115,46.0332,4.0272,#D16482,A_normal,2025-11-25 11:49:52
TEMP702739,liptint,퓌,02바닐라듀,234,103,109,18.0481,51.1803,22.0786,#EA676D,A_normal,2025-11-25 11:49:52
TEMP648065,liptint,퓌,03위듀아웃,217,103,115,17.3236,45.7689,14.8989,#D96773,A_normal,2025-11-25 11:49:52
TEMP152958,liptint,퓌,04멜바듀,240,104,96,18.3073,51.8369,30.7859,#F06860,A_normal,2025-11-25 11:49:52
TEMP805787,liptint,퓌,06베리팝,209,66,104,15.0131,58.552,10.4913,#D14268,A_normal,2025-11-25 11:49:52
TEMP019243,liptint,퓌,07피치팝,225,79,97,16.3558,57.8275,21.2526,#E14F61,A_normal,2025-11-25 11:49:52
TEMP953823,liptint,퓌,08리치팝,215,79,77,15.7457,53.2268,30.0074,#D74F4D,A_normal,2025-11-25 11:49:52
TEMP974310,liptint,퓌,09애플딥,207,57,71,14.345,58.943,27.3889,#CF3947,A_normal,2025-11-25 11:49:52
TEMP205364,liptint,퓌,10체리딥,185,54,85,13.1012,54.2336,12.6157,#B93655,A_normal,2025-11-25 11:49:52
TEMP996400,liptint,퓌,11플럼딥,167,44,84,11.7002,52.3735,6.2115,#A72C54,A_normal,2025-11-25 11:49:52
TEMP350896,liptint,퓌,12피그딥,204,72,81,14.8743,52.7929,23.5672,#CC4851,A_normal,2025-11-25 11:49:52
TEMP947648,liptint,힌스,01베어,221,119,103,18.379,38.0893,26.6166,#DD7767,A_normal,2025-11-25 11:49:52
TEMP997746,liptint,힌스,02로로즈,229,73,72,16.175,59.9592,35.1801,#E54948,A_normal,2025-11-25 11:49:52
TEMP684758,liptint,힌스,03로프리콧,231,82,71,16.6701,56.9761,37.7869,#E75247,A_normal,2025-11-25 11:49:52
TEMP007674,liptint,힌스,04피버,206,42,57,13.722,62.6569,33.1621,#CE2A39,A_normal,2025-11-25 11:49:52
TEMP729186,liptint,힌스,05히비스커스,220,37,76,14.5027,68.62,25.5529,#DC254C,A_normal,2025-11-25 11:49:52
TEMP409341,liptint,힌스,06로그레이프,178,68,91,13.4223,46.6485,10.2125,#B2445B,A_normal,2025-11-25 11:49:52
TEMP241623,liptint,힌스,07칠,139,32,56,9.4105,45.8111,12.8866,#8B2038,A_normal,2025-11-25 11:49:52
TEMP641655,liptint,힌스,08레어,226,117,118,18.5488,42.3124,18.9931,#E27576,A_normal,2025-11-25 11:49:52
TEMP432964,liptint,힌스,09로라일락,217,103,135,17.4694,47.8633,3.9363,#D96787,A_normal,2025-11-25 11:49:52
TEMP272277,liptint,힌스,10로체리,162,18,58,10.454,56.2302,17.0578,#A2123A,A_normal,2025-11-25 11:49:52
TEMP344577,liptint,힌스,11차이,197,112,106,16.9761,32.8574,18.0797,#C5706A,A_normal,2025-11-25 11:49:52
TEMP204769,liptint,힌스,12로휘그,228,86,89,16.7889,55.3208,27.9145,#E45659,A_normal,2025-11-25 11:49:52
TEMP070357,liptint,힌스,13핑크페퍼,243,85,102,17.5573,61.4554,24.1935,#F35566,A_normal,2025-11-25 11:49:52
TEMP290167,liptint,힌스,14로코코,194,87,72,15.1205,41.7719,29.5589,#C25748,A_normal,2025-11-25 11:49:52
TEMP392082,liptint,힌스,15바이트,155,7,38,9.7193,55.1014,26.5934,#9B0726,A_normal,2025-11-25 11:49:52
TEMP254471,liptint,힌스,16로베리,234,101,125,18.0436,53.498,12.8179,#EA657D,A_normal,2025-11-25 11:49:52
TEMP649837,liptint,힌스,17로피치,251,121,123,19.8685,49.7314,22.7216,#FB797B,A_normal,2025-11-25 11:49:52
TEMP526923,liptint,힌스,NEW26로즈프레소,186,98,87,15.5054,34.237,22.2645,#BA6257,A_normal,2025-11-25 11:49:52
TEMP669034,liptint,힌스,NEW27얼루어로즈,178,78,91,13.9622,41.8894,12.7188,#B24E5B,A_normal,2025-11-25 11:49:52
TEMP217391,liptint,웨이크메이크,11써니코랄,235,233,233,27.749,0.668,0.2412,#EBE9E9,B_hardcase,2025-11-25 11:49:52
TEMP657082,liptint,클리오,샤프너내장09모카로즈,179,120,117,16.9169,22.7083,11.0947,#B37875,B_hardcase,2025-11-25 11:49:52
TEMP162207,liptint,클리오,샤프너내장1로지핑크,226,116,119,18.4951,42.9113,18.1774,#E27477,B_hardcase,2025-11-25 11:49:52
TEMP806344,liptint,클리오,샤프너내장10코지누드,197,130,114,18.2485,23.9429,19.288,#C58272,B_hardcase,2025-11-25 11:49:52
TEMP961378,liptint,클리오,샤프너내장11피치크림,215,148,130,20.2374,23.0449,19.7251,#D79482,B_hardcase,2025-11-25 11:49:52
TEMP481726,liptint,클리오,샤프너내장12블러쉬핑크,197,125,127,17.9862,28.2123,10.6636,#C57D7F,B_hardcase,2025-11-25 11:49:52
TEMP844693,liptint,클리오,샤프너내장13뮤티드모브,154,108,113,15.1317,19.0765,4.574,#9A6C71,B_hardcase,2025-11-25 11:49:52
TEMP731221,liptint,클리오,샤프너내장14헤이즐넛토프,166,139,125,17.9812,7.9703,11.2968,#A68B7D,B_hardcase,2025-11-25 11:49:52
TEMP695734,liptint,클리오,샤프너내장2피치베이지,211,140,117,19.4631,24.3751,23.3626,#D38C75,B_hardcase,2025-11-25 11:49:52
TEMP913749,liptint,오아드,01슬릭코랄,228,227,227,27.0935,0.3343,0.123,#E4E3E3,B_hardcase,2025-11-25 11:49:52
TEMP475521,liptint,오아드,02피치피즈,228,227,227,27.0935,0.3343,0.123,#E4E3E3,B_hardcase,2025-11-25 11:49:52
TEMP115888,liptint,오아드,03뉴로,227,226,226,26.9877,0.3346,0.1231,#E3E2E2,B_hardcase,2025-11-25 11:49:52
TEMP801957,liptint,오아드,04틴,225,224,224,26.7758,0.3352,0.1233,#E1E0E0,B_hardcase,2025-11-25 11:49:52
